"subject" "activity" "variable" "average"
"5826" 15 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std()-Z" -0.404005582309524
"5827" 15 "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-X" -0.136618653071429
"5828" 15 "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-Y" -0.0346755727619048
"5829" 15 "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-Z" 0.0711758197607143
"5830" 15 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-X" -0.318692525928571
"5831" 15 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-Y" -0.37320816
"5832" 15 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-Z" -0.250648085714286
"5833" 15 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-X" -0.0482532079928571
"5834" 15 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-Y" -0.0495415503071429
"5835" 15 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-Z" -0.0339213064857143
"5836" 15 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-X" -0.455980756428571
"5837" 15 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Y" -0.574964116428571
"5838" 15 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Z" -0.394542240714286
"5839" 15 "WALKING_DOWNSTAIRS" "tBodyAccMag-mean()" 0.320449387166667
"5840" 15 "WALKING_DOWNSTAIRS" "tBodyAccMag-std()" 0.353204008095238
"5841" 15 "WALKING_DOWNSTAIRS" "tGravityAccMag-mean()" 0.320449387166667
"5842" 15 "WALKING_DOWNSTAIRS" "tGravityAccMag-std()" 0.353204008095238
"5843" 15 "WALKING_DOWNSTAIRS" "tBodyAccJerkMag-mean()" -0.0372666071540476
"5844" 15 "WALKING_DOWNSTAIRS" "tBodyAccJerkMag-std()" 0.159631710516667
"5845" 15 "WALKING_DOWNSTAIRS" "tBodyGyroMag-mean()" -0.121686320740476
"5846" 15 "WALKING_DOWNSTAIRS" "tBodyGyroMag-std()" -0.284249712071429
"5847" 15 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-mean()" -0.509466648095238
"5848" 15 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-std()" -0.563640131190476
"5849" 15 "WALKING_DOWNSTAIRS" "fBodyAcc-mean()-X" 0.235309825547619
"5850" 15 "WALKING_DOWNSTAIRS" "fBodyAcc-mean()-Y" 0.167518099964286
"5851" 15 "WALKING_DOWNSTAIRS" "fBodyAcc-mean()-Z" -0.259812204547619
"5852" 15 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-X" 0.466325681428571
"5853" 15 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Y" 0.1199936036
"5854" 15 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Z" -0.357407559285714
"5855" 15 "WALKING_DOWNSTAIRS" "fBodyAccJerk-mean()-X" 0.0619687485333333
"5856" 15 "WALKING_DOWNSTAIRS" "fBodyAccJerk-mean()-Y" -0.0269769415214286
"5857" 15 "WALKING_DOWNSTAIRS" "fBodyAccJerk-mean()-Z" -0.345376541261905
"5858" 15 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-X" 0.108062740547619
"5859" 15 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Y" -0.00722860241119048
"5860" 15 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Z" -0.461599141904762
"5861" 15 "WALKING_DOWNSTAIRS" "fBodyGyro-mean()-X" -0.22735956545
"5862" 15 "WALKING_DOWNSTAIRS" "fBodyGyro-mean()-Y" -0.402332301666667
"5863" 15 "WALKING_DOWNSTAIRS" "fBodyGyro-mean()-Z" -0.18319480152381
"5864" 15 "WALKING_DOWNSTAIRS" "fBodyGyro-std()-X" -0.351630000285714
"5865" 15 "WALKING_DOWNSTAIRS" "fBodyGyro-std()-Y" -0.360972848571429
"5866" 15 "WALKING_DOWNSTAIRS" "fBodyGyro-std()-Z" -0.3436733
"5867" 15 "WALKING_DOWNSTAIRS" "fBodyAccMag-mean()" 0.331150229285714
"5868" 15 "WALKING_DOWNSTAIRS" "fBodyAccMag-std()" 0.153124178119048
"5869" 15 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag-mean()" 0.158413334683333
"5870" 15 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag-std()" 0.1505077506
"5871" 15 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag-mean()" -0.373898631190476
"5872" 15 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag-std()" -0.34938720602381
"5873" 15 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag-mean()" -0.565396130714286
"5874" 15 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag-std()" -0.593472444285714
"5875" 15 "WALKING_UPSTAIRS" "tBodyAcc-mean()-X" 0.270187595833333
"5876" 15 "WALKING_UPSTAIRS" "tBodyAcc-mean()-Y" -0.0287523860708333
"5877" 15 "WALKING_UPSTAIRS" "tBodyAcc-mean()-Z" -0.116952464895833
"5878" 15 "WALKING_UPSTAIRS" "tBodyAcc-std()-X" -0.0260971840270833
"5879" 15 "WALKING_UPSTAIRS" "tBodyAcc-std()-Y" -0.00406536043541667
"5880" 15 "WALKING_UPSTAIRS" "tBodyAcc-std()-Z" -0.379717488104167
"5881" 15 "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.918544812291667
"5882" 15 "WALKING_UPSTAIRS" "tGravityAcc-mean()-Y" -0.3149610125
"5883" 15 "WALKING_UPSTAIRS" "tGravityAcc-mean()-Z" 0.0811803405
"5884" 15 "WALKING_UPSTAIRS" "tGravityAcc-std()-X" -0.952562395625
"5885" 15 "WALKING_UPSTAIRS" "tGravityAcc-std()-Y" -0.927648821458333
"5886" 15 "WALKING_UPSTAIRS" "tGravityAcc-std()-Z" -0.92161847875
"5887" 15 "WALKING_UPSTAIRS" "tBodyAccJerk-mean()-X" 0.07297243298125
"5888" 15 "WALKING_UPSTAIRS" "tBodyAccJerk-mean()-Y" -0.00417361847916667
"5889" 15 "WALKING_UPSTAIRS" "tBodyAccJerk-mean()-Z" -0.00525879898958333
"5890" 15 "WALKING_UPSTAIRS" "tBodyAccJerk-std()-X" -0.186944664541667
"5891" 15 "WALKING_UPSTAIRS" "tBodyAccJerk-std()-Y" -0.311861356875
"5892" 15 "WALKING_UPSTAIRS" "tBodyAccJerk-std()-Z" -0.748809454166667
"5893" 15 "WALKING_UPSTAIRS" "tBodyGyro-mean()-X" 0.0903340029875
"5894" 15 "WALKING_UPSTAIRS" "tBodyGyro-mean()-Y" -0.154721289270833
"5895" 15 "WALKING_UPSTAIRS" "tBodyGyro-mean()-Z" 0.0911681484547917
"5896" 15 "WALKING_UPSTAIRS" "tBodyGyro-std()-X" -0.415251317916667
"5897" 15 "WALKING_UPSTAIRS" "tBodyGyro-std()-Y" -0.3302332351
"5898" 15 "WALKING_UPSTAIRS" "tBodyGyro-std()-Z" -0.477365945208333
"5899" 15 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-X" -0.144485986527083
"5900" 15 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-Y" -0.0365419164020833
"5901" 15 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-Z" -0.0767242496041667
"5902" 15 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-X" -0.525533949791667
"5903" 15 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Y" -0.763053512083333
"5904" 15 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Z" -0.657907649166667
"5905" 15 "WALKING_UPSTAIRS" "tBodyAccMag-mean()" -0.000971394711666667
"5906" 15 "WALKING_UPSTAIRS" "tBodyAccMag-std()" -0.136552217494583
"5907" 15 "WALKING_UPSTAIRS" "tGravityAccMag-mean()" -0.000971394711666667
"5908" 15 "WALKING_UPSTAIRS" "tGravityAccMag-std()" -0.136552217494583
"5909" 15 "WALKING_UPSTAIRS" "tBodyAccJerkMag-mean()" -0.316050382083333
"5910" 15 "WALKING_UPSTAIRS" "tBodyAccJerkMag-std()" -0.313363553125
"5911" 15 "WALKING_UPSTAIRS" "tBodyGyroMag-mean()" -0.201217274
"5912" 15 "WALKING_UPSTAIRS" "tBodyGyroMag-std()" -0.288429008639583
"5913" 15 "WALKING_UPSTAIRS" "tBodyGyroJerkMag-mean()" -0.663637117708333
"5914" 15 "WALKING_UPSTAIRS" "tBodyGyroJerkMag-std()" -0.748954848541667
"5915" 15 "WALKING_UPSTAIRS" "fBodyAcc-mean()-X" -0.0746328434375
"5916" 15 "WALKING_UPSTAIRS" "fBodyAcc-mean()-Y" -0.1019354328
"5917" 15 "WALKING_UPSTAIRS" "fBodyAcc-mean()-Z" -0.5395910825
"5918" 15 "WALKING_UPSTAIRS" "fBodyAcc-std()-X" -0.00838243761666667
"5919" 15 "WALKING_UPSTAIRS" "fBodyAcc-std()-Y" -0.0191328333041667
"5920" 15 "WALKING_UPSTAIRS" "fBodyAcc-std()-Z" -0.349600353270833
"5921" 15 "WALKING_UPSTAIRS" "fBodyAccJerk-mean()-X" -0.2370530733125
"5922" 15 "WALKING_UPSTAIRS" "fBodyAccJerk-mean()-Y" -0.338102216666667
"5923" 15 "WALKING_UPSTAIRS" "fBodyAccJerk-mean()-Z" -0.714554172708333
"5924" 15 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-X" -0.207231605488542
"5925" 15 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-Y" -0.330391429583333
"5926" 15 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-Z" -0.783004506458333
"5927" 15 "WALKING_UPSTAIRS" "fBodyGyro-mean()-X" -0.361096856875
"5928" 15 "WALKING_UPSTAIRS" "fBodyGyro-mean()-Y" -0.517025245833333
"5929" 15 "WALKING_UPSTAIRS" "fBodyGyro-mean()-Z" -0.485701745833333
"5930" 15 "WALKING_UPSTAIRS" "fBodyGyro-std()-X" -0.4372253275
"5931" 15 "WALKING_UPSTAIRS" "fBodyGyro-std()-Y" -0.243612269004167
"5932" 15 "WALKING_UPSTAIRS" "fBodyGyro-std()-Z" -0.523744300833333
"5933" 15 "WALKING_UPSTAIRS" "fBodyAccMag-mean()" -0.165242147958333
"5934" 15 "WALKING_UPSTAIRS" "fBodyAccMag-std()" -0.255659340833333
"5935" 15 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag-mean()" -0.261956679958333
"5936" 15 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag-std()" -0.391313399375
"5937" 15 "WALKING_UPSTAIRS" "fBodyBodyGyroMag-mean()" -0.45369356625
"5938" 15 "WALKING_UPSTAIRS" "fBodyBodyGyroMag-std()" -0.308585869854167
"5939" 15 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag-mean()" -0.731422357916667
"5940" 15 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag-std()" -0.793104483333333
"5941" 16 "LAYING" "tBodyAcc-mean()-X" 0.274227162571429
"5942" 16 "LAYING" "tBodyAcc-mean()-Y" -0.0166103510562857
"5943" 16 "LAYING" "tBodyAcc-mean()-Z" -0.107310493242857
"5944" 16 "LAYING" "tBodyAcc-std()-X" -0.973691429428571
"5945" 16 "LAYING" "tBodyAcc-std()-Y" -0.943061150285714
"5946" 16 "LAYING" "tBodyAcc-std()-Z" -0.965490276285714
"5947" 16 "LAYING" "tGravityAcc-mean()-X" -0.206783742242857
"5948" 16 "LAYING" "tGravityAcc-mean()-Y" -0.0199270225714286
"5949" 16 "LAYING" "tGravityAcc-mean()-Z" 0.893884468571429
"5950" 16 "LAYING" "tGravityAcc-std()-X" -0.963761977857143
"5951" 16 "LAYING" "tGravityAcc-std()-Y" -0.966087103857143
"5952" 16 "LAYING" "tGravityAcc-std()-Z" -0.967886002
"5953" 16 "LAYING" "tBodyAccJerk-mean()-X" 0.0783960268571429
"5954" 16 "LAYING" "tBodyAccJerk-mean()-Y" 0.0132805054325714
"5955" 16 "LAYING" "tBodyAccJerk-mean()-Z" -0.00154105089764286
"5956" 16 "LAYING" "tBodyAccJerk-std()-X" -0.988416723857143
"5957" 16 "LAYING" "tBodyAccJerk-std()-Y" -0.984867286857143
"5958" 16 "LAYING" "tBodyAccJerk-std()-Z" -0.987644127
"5959" 16 "LAYING" "tBodyGyro-mean()-X" -0.0161545406857143
"5960" 16 "LAYING" "tBodyGyro-mean()-Y" -0.113675060885714
"5961" 16 "LAYING" "tBodyGyro-mean()-Z" 0.0966210349428571
"5962" 16 "LAYING" "tBodyGyro-std()-X" -0.977010769857143
"5963" 16 "LAYING" "tBodyGyro-std()-Y" -0.970747514
"5964" 16 "LAYING" "tBodyGyro-std()-Z" -0.984781484857143
"5965" 16 "LAYING" "tBodyGyroJerk-mean()-X" -0.1022095722
"5966" 16 "LAYING" "tBodyGyroJerk-mean()-Y" -0.0347735325871429
"5967" 16 "LAYING" "tBodyGyroJerk-mean()-Z" -0.0576790435142857
"5968" 16 "LAYING" "tBodyGyroJerk-std()-X" -0.985835459428571
"5969" 16 "LAYING" "tBodyGyroJerk-std()-Y" -0.989046576
"5970" 16 "LAYING" "tBodyGyroJerk-std()-Z" -0.994465157714286
"5971" 16 "LAYING" "tBodyAccMag-mean()" -0.961834634857143
"5972" 16 "LAYING" "tBodyAccMag-std()" -0.957895927714286
"5973" 16 "LAYING" "tGravityAccMag-mean()" -0.961834634857143
"5974" 16 "LAYING" "tGravityAccMag-std()" -0.957895927714286
"5975" 16 "LAYING" "tBodyAccJerkMag-mean()" -0.988349656571429
"5976" 16 "LAYING" "tBodyAccJerkMag-std()" -0.987891003571429
"5977" 16 "LAYING" "tBodyGyroMag-mean()" -0.951777099571429
"5978" 16 "LAYING" "tBodyGyroMag-std()" -0.959020036285714
"5979" 16 "LAYING" "tBodyGyroJerkMag-mean()" -0.990839526285714
"5980" 16 "LAYING" "tBodyGyroJerkMag-std()" -0.988212425428571
"5981" 16 "LAYING" "fBodyAcc-mean()-X" -0.980213187428571
"5982" 16 "LAYING" "fBodyAcc-mean()-Y" -0.963635575142857
"5983" 16 "LAYING" "fBodyAcc-mean()-Z" -0.974580069142857
"5984" 16 "LAYING" "fBodyAcc-std()-X" -0.971409075142857
"5985" 16 "LAYING" "fBodyAcc-std()-Y" -0.937083636714286
"5986" 16 "LAYING" "fBodyAcc-std()-Z" -0.962524372714286
"5987" 16 "LAYING" "fBodyAccJerk-mean()-X" -0.988580046285714
"5988" 16 "LAYING" "fBodyAccJerk-mean()-Y" -0.984752927142857
"5989" 16 "LAYING" "fBodyAccJerk-mean()-Z" -0.985544945285714
"5990" 16 "LAYING" "fBodyAccJerk-std()-X" -0.989287359142857
"5991" 16 "LAYING" "fBodyAccJerk-std()-Y" -0.986215013
"5992" 16 "LAYING" "fBodyAccJerk-std()-Z" -0.988348904571429
"5993" 16 "LAYING" "fBodyGyro-mean()-X" -0.975892407428571
"5994" 16 "LAYING" "fBodyGyro-mean()-Y" -0.976092920571429
"5995" 16 "LAYING" "fBodyGyro-mean()-Z" -0.985957788
"5996" 16 "LAYING" "fBodyGyro-std()-X" -0.977509583571429
"5997" 16 "LAYING" "fBodyGyro-std()-Y" -0.968135251857143
"5998" 16 "LAYING" "fBodyGyro-std()-Z" -0.985730995857143
"5999" 16 "LAYING" "fBodyAccMag-mean()" -0.968020521285714
"6000" 16 "LAYING" "fBodyAccMag-std()" -0.958111895857143
"6001" 16 "LAYING" "fBodyBodyAccJerkMag-mean()" -0.987514525142857
"6002" 16 "LAYING" "fBodyBodyAccJerkMag-std()" -0.98724716
"6003" 16 "LAYING" "fBodyBodyGyroMag-mean()" -0.970249638857143
"6004" 16 "LAYING" "fBodyBodyGyroMag-std()" -0.958975084
"6005" 16 "LAYING" "fBodyBodyGyroJerkMag-mean()" -0.988695277714286
"6006" 16 "LAYING" "fBodyBodyGyroJerkMag-std()" -0.988058401142857
"6007" 16 "SITTING" "tBodyAcc-mean()-X" 0.280768574492754
"6008" 16 "SITTING" "tBodyAcc-mean()-Y" -0.0102497939956522
"6009" 16 "SITTING" "tBodyAcc-mean()-Z" -0.0891404038405797
"6010" 16 "SITTING" "tBodyAcc-std()-X" -0.986825605362319
"6011" 16 "SITTING" "tBodyAcc-std()-Y" -0.951607872463768
"6012" 16 "SITTING" "tBodyAcc-std()-Z" -0.939672247101449
"6013" 16 "SITTING" "tGravityAcc-mean()-X" 0.942457377971014
"6014" 16 "SITTING" "tGravityAcc-mean()-Y" -0.086588253942029
"6015" 16 "SITTING" "tGravityAcc-mean()-Z" 0.0892682200463768
"6016" 16 "SITTING" "tGravityAcc-std()-X" -0.980158243333333
"6017" 16 "SITTING" "tGravityAcc-std()-Y" -0.968023206956522
"6018" 16 "SITTING" "tGravityAcc-std()-Z" -0.945813561478261
"6019" 16 "SITTING" "tBodyAccJerk-mean()-X" 0.0734346720289855
"6020" 16 "SITTING" "tBodyAccJerk-mean()-Y" 0.00985642890855072
"6021" 16 "SITTING" "tBodyAccJerk-mean()-Z" -0.0115030575052174
"6022" 16 "SITTING" "tBodyAccJerk-std()-X" -0.990861134782609
"6023" 16 "SITTING" "tBodyAccJerk-std()-Y" -0.981800970724638
"6024" 16 "SITTING" "tBodyAccJerk-std()-Z" -0.983487212898551
"6025" 16 "SITTING" "tBodyGyro-mean()-X" -0.0412014042275362
"6026" 16 "SITTING" "tBodyGyro-mean()-Y" -0.0574525433043478
"6027" 16 "SITTING" "tBodyGyro-mean()-Z" 0.0795736310463768
"6028" 16 "SITTING" "tBodyGyro-std()-X" -0.981037373333333
"6029" 16 "SITTING" "tBodyGyro-std()-Y" -0.958336595507246
"6030" 16 "SITTING" "tBodyGyro-std()-Z" -0.960287831304348
"6031" 16 "SITTING" "tBodyGyroJerk-mean()-X" -0.0957204520289855
"6032" 16 "SITTING" "tBodyGyroJerk-mean()-Y" -0.0450369280637681
"6033" 16 "SITTING" "tBodyGyroJerk-mean()-Z" -0.0588371273536232
"6034" 16 "SITTING" "tBodyGyroJerk-std()-X" -0.98958327942029
"6035" 16 "SITTING" "tBodyGyroJerk-std()-Y" -0.990621793333333
"6036" 16 "SITTING" "tBodyGyroJerk-std()-Z" -0.988364321449275
"6037" 16 "SITTING" "tBodyAccMag-mean()" -0.961879680724638
"6038" 16 "SITTING" "tBodyAccMag-std()" -0.941051236086957
"6039" 16 "SITTING" "tGravityAccMag-mean()" -0.961879680724638
"6040" 16 "SITTING" "tGravityAccMag-std()" -0.941051236086957
"6041" 16 "SITTING" "tBodyAccJerkMag-mean()" -0.987472699130435
"6042" 16 "SITTING" "tBodyAccJerkMag-std()" -0.983615334057971
"6043" 16 "SITTING" "tBodyGyroMag-mean()" -0.946417382463768
"6044" 16 "SITTING" "tBodyGyroMag-std()" -0.937942404637681
"6045" 16 "SITTING" "tBodyGyroJerkMag-mean()" -0.992444606231884
"6046" 16 "SITTING" "tBodyGyroJerkMag-std()" -0.988261252608696
"6047" 16 "SITTING" "fBodyAcc-mean()-X" -0.987043828985507
"6048" 16 "SITTING" "fBodyAcc-mean()-Y" -0.961456685507246
"6049" 16 "SITTING" "fBodyAcc-mean()-Z" -0.959552230434783
"6050" 16 "SITTING" "fBodyAcc-std()-X" -0.986892418405797
"6051" 16 "SITTING" "fBodyAcc-std()-Y" -0.949829260434783
"6052" 16 "SITTING" "fBodyAcc-std()-Z" -0.934652146521739
"6053" 16 "SITTING" "fBodyAccJerk-mean()-X" -0.990964251304348
"6054" 16 "SITTING" "fBodyAccJerk-mean()-Y" -0.981752167391304
"6055" 16 "SITTING" "fBodyAccJerk-mean()-Z" -0.981178036811594
"6056" 16 "SITTING" "fBodyAccJerk-std()-X" -0.991567867681159
"6057" 16 "SITTING" "fBodyAccJerk-std()-Y" -0.983230774492754
"6058" 16 "SITTING" "fBodyAccJerk-std()-Z" -0.984362469130435
"6059" 16 "SITTING" "fBodyGyro-mean()-X" -0.978632856956522
"6060" 16 "SITTING" "fBodyGyro-mean()-Y" -0.96679600173913
"6061" 16 "SITTING" "fBodyGyro-mean()-Z" -0.960058264057971
"6062" 16 "SITTING" "fBodyGyro-std()-X" -0.982057861449275
"6063" 16 "SITTING" "fBodyGyro-std()-Y" -0.954343752463768
"6064" 16 "SITTING" "fBodyGyro-std()-Z" -0.964270052318841
"6065" 16 "SITTING" "fBodyAccMag-mean()" -0.958335480724638
"6066" 16 "SITTING" "fBodyAccMag-std()" -0.942588250115942
"6067" 16 "SITTING" "fBodyBodyAccJerkMag-mean()" -0.983968635942029
"6068" 16 "SITTING" "fBodyBodyAccJerkMag-std()" -0.982190554782609
"6069" 16 "SITTING" "fBodyBodyGyroMag-mean()" -0.954060994347826
"6070" 16 "SITTING" "fBodyBodyGyroMag-std()" -0.938863215072464
"6071" 16 "SITTING" "fBodyBodyGyroJerkMag-mean()" -0.989363136376812
"6072" 16 "SITTING" "fBodyBodyGyroJerkMag-std()" -0.987506348985507
"6073" 16 "STANDING" "tBodyAcc-mean()-X" 0.283497402948718
"6074" 16 "STANDING" "tBodyAcc-mean()-Y" -0.0165999672935897
"6075" 16 "STANDING" "tBodyAcc-mean()-Z" -0.103657729076923
"6076" 16 "STANDING" "tBodyAcc-std()-X" -0.989076811794872
"6077" 16 "STANDING" "tBodyAcc-std()-Y" -0.960298267692308
"6078" 16 "STANDING" "tBodyAcc-std()-Z" -0.953468961666667
"6079" 16 "STANDING" "tGravityAcc-mean()-X" 0.941587749358974
"6080" 16 "STANDING" "tGravityAcc-mean()-Y" -0.0578867045
"6081" 16 "STANDING" "tGravityAcc-mean()-Z" -0.166737468166667
"6082" 16 "STANDING" "tGravityAcc-std()-X" -0.985359689871795
"6083" 16 "STANDING" "tGravityAcc-std()-Y" -0.980552435769231
"6084" 16 "STANDING" "tGravityAcc-std()-Z" -0.959562830769231
"6085" 16 "STANDING" "tBodyAccJerk-mean()-X" 0.0736438905641026
"6086" 16 "STANDING" "tBodyAccJerk-mean()-Y" 0.0120767950358846
"6087" 16 "STANDING" "tBodyAccJerk-mean()-Z" -0.00476310557910256
"6088" 16 "STANDING" "tBodyAccJerk-std()-X" -0.991026497435897
"6089" 16 "STANDING" "tBodyAccJerk-std()-Y" -0.98262195474359
"6090" 16 "STANDING" "tBodyAccJerk-std()-Z" -0.988073825641026
"6091" 16 "STANDING" "tBodyGyro-mean()-X" -0.0299337294166667
"6092" 16 "STANDING" "tBodyGyro-mean()-Y" -0.068667733
"6093" 16 "STANDING" "tBodyGyro-mean()-Z" 0.0867342708846154
"6094" 16 "STANDING" "tBodyGyro-std()-X" -0.973400107564103
"6095" 16 "STANDING" "tBodyGyro-std()-Y" -0.980110277307692
"6096" 16 "STANDING" "tBodyGyro-std()-Z" -0.982357006410256
"6097" 16 "STANDING" "tBodyGyroJerk-mean()-X" -0.100107332602564
"6098" 16 "STANDING" "tBodyGyroJerk-mean()-Y" -0.0424982241410256
"6099" 16 "STANDING" "tBodyGyroJerk-mean()-Z" -0.0544335294410256
"6100" 16 "STANDING" "tBodyGyroJerk-std()-X" -0.987102322692308
"6101" 16 "STANDING" "tBodyGyroJerk-std()-Y" -0.992589441153846
"6102" 16 "STANDING" "tBodyGyroJerk-std()-Z" -0.992698522948718
"6103" 16 "STANDING" "tBodyAccMag-mean()" -0.969948825128205
"6104" 16 "STANDING" "tBodyAccMag-std()" -0.95729449448718
"6105" 16 "STANDING" "tGravityAccMag-mean()" -0.969948825128205
"6106" 16 "STANDING" "tGravityAccMag-std()" -0.95729449448718
"6107" 16 "STANDING" "tBodyAccJerkMag-mean()" -0.989205231794872
"6108" 16 "STANDING" "tBodyAccJerkMag-std()" -0.986761550641026
"6109" 16 "STANDING" "tBodyGyroMag-mean()" -0.972528178205128
"6110" 16 "STANDING" "tBodyGyroMag-std()" -0.964105768461539
"6111" 16 "STANDING" "tBodyGyroJerkMag-mean()" -0.992848576025641
"6112" 16 "STANDING" "tBodyGyroJerkMag-std()" -0.990809427435897
"6113" 16 "STANDING" "fBodyAcc-mean()-X" -0.989427670897436
"6114" 16 "STANDING" "fBodyAcc-mean()-Y" -0.96931401525641
"6115" 16 "STANDING" "fBodyAcc-mean()-Z" -0.969999504230769
"6116" 16 "STANDING" "fBodyAcc-std()-X" -0.989100620641026
"6117" 16 "STANDING" "fBodyAcc-std()-Y" -0.958174310128205
"6118" 16 "STANDING" "fBodyAcc-std()-Z" -0.948540267051282
"6119" 16 "STANDING" "fBodyAccJerk-mean()-X" -0.991038638974359
"6120" 16 "STANDING" "fBodyAccJerk-mean()-Y" -0.982425403974359
"6121" 16 "STANDING" "fBodyAccJerk-mean()-Z" -0.986091891538462
"6122" 16 "STANDING" "fBodyAccJerk-std()-X" -0.991847149615385
"6123" 16 "STANDING" "fBodyAccJerk-std()-Y" -0.984236462179487
"6124" 16 "STANDING" "fBodyAccJerk-std()-Z" -0.98865796025641
"6125" 16 "STANDING" "fBodyGyro-mean()-X" -0.973157351666667
"6126" 16 "STANDING" "fBodyGyro-mean()-Y" -0.983594244615385
"6127" 16 "STANDING" "fBodyGyro-mean()-Z" -0.98363927
"6128" 16 "STANDING" "fBodyGyro-std()-X" -0.973926885
"6129" 16 "STANDING" "fBodyGyro-std()-Y" -0.978402418717949
"6130" 16 "STANDING" "fBodyGyro-std()-Z" -0.983527402051282
"6131" 16 "STANDING" "fBodyAccMag-mean()" -0.971082558076923
"6132" 16 "STANDING" "fBodyAccMag-std()" -0.957173571923077
"6133" 16 "STANDING" "fBodyBodyAccJerkMag-mean()" -0.986502687948718
"6134" 16 "STANDING" "fBodyBodyAccJerkMag-std()" -0.985912716923077
"6135" 16 "STANDING" "fBodyBodyGyroMag-mean()" -0.975448632179487
"6136" 16 "STANDING" "fBodyBodyGyroMag-std()" -0.963574736025641
"6137" 16 "STANDING" "fBodyBodyGyroJerkMag-mean()" -0.99117243
"6138" 16 "STANDING" "fBodyBodyGyroJerkMag-std()" -0.990672800769231
"6139" 16 "WALKING" "tBodyAcc-mean()-X" 0.276023564509804
"6140" 16 "WALKING" "tBodyAcc-mean()-Y" -0.0204286929452941
"6141" 16 "WALKING" "tBodyAcc-mean()-Z" -0.108804049803922
"6142" 16 "WALKING" "tBodyAcc-std()-X" -0.404692523921569
"6143" 16 "WALKING" "tBodyAcc-std()-Y" -0.314569762352941
"6144" 16 "WALKING" "tBodyAcc-std()-Z" -0.159799790235294
"6145" 16 "WALKING" "tGravityAcc-mean()-X" 0.925981326078431
"6146" 16 "WALKING" "tGravityAcc-mean()-Y" -0.0668246472745098
"6147" 16 "WALKING" "tGravityAcc-mean()-Z" -0.217351194313725
"6148" 16 "WALKING" "tGravityAcc-std()-X" -0.982469595490196
"6149" 16 "WALKING" "tGravityAcc-std()-Y" -0.973784841960784
"6150" 16 "WALKING" "tGravityAcc-std()-Z" -0.961387254313726
"6151" 16 "WALKING" "tBodyAccJerk-mean()-X" 0.0770223771764706
"6152" 16 "WALKING" "tBodyAccJerk-mean()-Y" 0.00968444678235294
"6153" 16 "WALKING" "tBodyAccJerk-mean()-Z" 0.00360803282352941
"6154" 16 "WALKING" "tBodyAccJerk-std()-X" -0.396223738431373
"6155" 16 "WALKING" "tBodyAccJerk-std()-Y" -0.425563858627451
"6156" 16 "WALKING" "tBodyAccJerk-std()-Z" -0.44025821745098
"6157" 16 "WALKING" "tBodyGyro-mean()-X" -0.0151721912792157
"6158" 16 "WALKING" "tBodyGyro-mean()-Y" -0.0695955689607843
"6159" 16 "WALKING" "tBodyGyro-mean()-Z" 0.0818650735686274
"6160" 16 "WALKING" "tBodyGyro-std()-X" -0.654171847058823
"6161" 16 "WALKING" "tBodyGyro-std()-Y" -0.612593634117647
"6162" 16 "WALKING" "tBodyGyro-std()-Z" -0.365489530588235
